loc,add_loc,del_loc,com_num,fix_com_num,past_bug_ids,post_bug_ids,hcm,dev_total,dev_minor,dev_major,dev_ownership,period,avg_period,max_interval,min_interval,spatial,timing,faulty,file
3,0,0,1,0,0,0,5.69465829240743e-05,1,0,1,1,376,376,376,376,1,1,n,"solr/contrib/dataimporthandler/src/main/java/org/apache/solr/handler/dataimport/DocBuilder.f/CL/1/DocBuilder.c/CL/3/DocWrapper.c/MT/1/getSessionAttribute(String)"
1,0,0,1,0,0,0,3.57382939938676e-05,1,0,1,1,68,68,68,68,1,1,n,"lucene/src/java/org/apache/lucene/index/codecs/TermsIndexWriterBase.f/CL/1/TermsIndexWriterBase.c/MT/1/addField(FieldInfo@long)"
3,0,0,1,0,0,0,5.69465829240743e-05,1,0,1,1,376,376,376,376,1,1,n,"solr/src/java/org/apache/solr/search/ExtendedDismaxQParserPlugin.f/CL/3/ExtendedDismaxQParser.c/CL/3/ExtendedSolrQueryParser.c/MT/1/setRemoveStopFilter(boolean)"
10,0,0,1,0,0,0,5.69465829240743e-05,1,0,1,1,376,376,376,376,1,1,n,"lucene/src/java/org/apache/lucene/index/StoredFieldsWriter.f/CL/3/StoredFieldsWriter.c/MT/3/finishDocument(PerDoc)"
13,0,0,1,0,0,0,5.69465829240743e-05,1,0,1,1,376,376,376,376,1,1,n,"solr/src/solrj/org/apache/solr/client/solrj/request/LukeRequest.f/CL/1/LukeRequest.c/MT/1/getParams()"
3,0,0,1,0,0,0,5.69465829240743e-05,1,0,1,1,376,376,376,376,1,1,n,"lucene/src/java/org/apache/lucene/util/OpenBitSet.f/CL/1/OpenBitSet.c/MT/1/intersectionCount(OpenBitSet@OpenBitSet)"
4,0,0,1,0,0,0,1.9856900924179e-05,1,0,1,1,162,162,162,162,1,0,n,"lucene/contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/StandardQueryParser.f/CL/1/StandardQueryParser.c/MT/1/setFieldsBoost(Map<String@Float>)"
28,2,2,2,0,0,0,5.53451985542908e-05,2,0,2,0.5,119,59,70,49,2,0,n,"solr/src/java/org/apache/solr/spelling/FileBasedSpellChecker.f/CL/1/FileBasedSpellChecker.c/MT/4/loadExternalFileDictionary(SolrCore)"
160,16,11,5,0,0,0,0.000176826607207794,5,0,5,0.2,376,75,191,6,3,3,n,"solr/src/java/org/apache/solr/request/UnInvertedField.f/CL/1/UnInvertedField.c/MT/4/uninvert(SolrIndexSearcher)"
9,0,0,1,0,0,0,5.69465829240743e-05,1,0,1,1,376,376,376,376,1,1,n,"solr/src/common/org/apache/solr/common/SolrDocument.f/CL/1/SolrDocument.c/MT/1/getFirstValue(String)"
3,0,0,1,0,0,0,5.69465829240743e-05,1,0,1,1,376,376,376,376,1,1,n,"lucene/src/java/org/apache/lucene/search/TimeLimitingCollector.f/CL/1/TimeLimitingCollector.c/MT/1/setGreedy(boolean)"
3,0,0,1,0,0,0,5.69465829240743e-05,1,0,1,1,376,376,376,376,1,1,n,"lucene/src/java/org/apache/lucene/util/OpenBitSet.f/CL/1/OpenBitSet.c/MT/1/iterator()"
9,0,0,1,0,0,0,2.22727392462999e-05,1,0,1,1,3,3,3,3,0,0,n,"solr/src/java/org/apache/solr/response/transform/ExplainAugmenterFactory.f/CL/1/ExplainAugmenterFactory.c/MT/1/init(NamedList)"
3,0,0,1,0,0,0,5.69465829240743e-05,1,0,1,1,376,376,376,376,1,1,n,"lucene/contrib/queries/src/java/org/apache/lucene/search/similar/MoreLikeThisQuery.f/CL/1/MoreLikeThisQuery.c/MT/1/setAnalyzer(Analyzer)"
3,0,0,1,0,0,0,5.69465829240743e-05,1,0,1,1,376,376,376,376,1,1,n,"lucene/contrib/queries/src/java/org/apache/lucene/search/similar/MoreLikeThis.f/CL/1/MoreLikeThis.c/MT/1/setMinWordLen(int)"
3,0,0,1,0,0,0,5.69465829240743e-05,1,0,1,1,376,376,376,376,1,1,n,"lucene/contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedIndex.f/CL/1/InstantiatedIndex.c/MT/3/findTerm(Term)"
46,1,1,2,0,0,0,6.88003468562063e-05,1,0,1,1,328,164,177,150,1,0,n,"modules/analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/BiSegGraph.f/CL/3/BiSegGraph.c/MT/1/getShortPath()"
4,0,0,1,0,0,0,2.66002004852254e-05,1,0,1,1,287,287,287,287,0,0,n,"solr/src/java/org/apache/solr/search/function/NormValueSource.f/CL/1/NormValueSource.c/MT/1/equals(Object)"
3,0,0,1,0,0,0,5.69465829240743e-05,1,0,1,1,376,376,376,376,1,1,n,"solr/src/java/org/apache/solr/response/TextResponseWriter.f/CL/1/TextResponseWriter.c/MT/1/indent()"
7,0,0,1,0,0,0,5.29152395148157e-05,1,0,1,1,328,328,328,328,0,0,n,"modules/analysis/common/src/java/org/apache/lucene/analysis/commongrams/CommonGramsFilter.f/CL/1/CommonGramsFilter.c/MT/4/saveTermBuffer()"
8,0,0,1,0,0,0,5.69465829240743e-05,1,0,1,1,376,376,376,376,1,1,n,"lucene/src/java/org/apache/lucene/util/ArrayUtil.f/CL/1/ArrayUtil.c/MT/1/shrink(int[]@int)"
